==13101== NVPROF is profiling process 13101, command: ./main
==13101== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==13101== Profiling application: ./main
==13101== Profiling result:
==13101== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"tex_cache_throughput","Unified Cache Throughput",287.901680MB/s,290.430831MB/s,288.891911MB/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"l2_tex_read_throughput","L2 Throughput (Texture Reads)",287.901680MB/s,290.430831MB/s,288.891911MB/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"l2_tex_write_throughput","L2 Throughput (Texture Writes)",143.950840MB/s,145.215415MB/s,144.445782MB/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"l2_read_throughput","L2 Throughput (Reads)",465.409688MB/s,1.239046GB/s,746.675027MB/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"l2_write_throughput","L2 Throughput (Writes)",287.901680MB/s,290.430831MB/s,288.891911MB/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"sysmem_read_throughput","System Memory Read Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"sysmem_write_throughput","System Memory Write Throughput",55.365707MB/s,55.852082MB/s,55.555856MB/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"local_load_throughput","Local Memory Load Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"local_store_throughput","Local Memory Store Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"shared_load_throughput","Shared Memory Load Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"shared_store_throughput","Shared Memory Store Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"gld_efficiency","Global Memory Load Efficiency",96.153846%,96.153846%,96.153846%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"gst_efficiency","Global Memory Store Efficiency",96.153846%,96.153846%,96.153846%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"tex_cache_transactions","Unified Cache Transactions",26,26,26
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"flop_count_dp","Floating Point Operations(Double Precision)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"flop_count_dp_add","Floating Point Operations(Double Precision Add)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"flop_count_dp_fma","Floating Point Operations(Double Precision FMA)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"flop_count_dp_mul","Floating Point Operations(Double Precision Mul)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"flop_count_sp","Floating Point Operations(Single Precision)",2400,2400,2400
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"flop_count_sp_add","Floating Point Operations(Single Precision Add)",400,400,400
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"flop_count_sp_fma","Floating Point Operations(Single Precision FMA)",1000,1000,1000
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"flop_count_sp_mul","Floating Point Operation(Single Precision Mul)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"flop_count_sp_special","Floating Point Operations(Single Precision Special)",200,200,200
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_executed","Instructions Executed",425,456,451
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_issued","Instructions Issued",445,476,471
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"sysmem_utilization","System Memory Utilization","Low (1)","Low (1)","Low (1)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",11.739183%,35.203409%,20.999684%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",18.313878%,28.556221%,24.469749%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"stall_memory_dependency","Issue Stall Reasons (Data Request)",7.418936%,11.914062%,10.200576%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"stall_texture","Issue Stall Reasons (Texture)",0.000000%,0.000000%,0.000000%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"stall_sync","Issue Stall Reasons (Synchronization)",0.000000%,0.000000%,0.000000%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"stall_other","Issue Stall Reasons (Other)",2.774874%,6.047600%,4.356378%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"stall_constant_memory_dependency","Issue Stall Reasons (Immediate constant)",30.384280%,46.846956%,38.961171%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"stall_pipe_busy","Issue Stall Reasons (Pipe Busy)",0.190060%,0.292748%,0.250914%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"shared_efficiency","Shared Memory Efficiency",0.000000%,0.000000%,0.000000%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_fp_32","FP Instructions(Single)",2300,2300,2300
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_fp_64","FP Instructions(Double)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_integer","Integer Instructions",2824,2824,2824
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_bit_convert","Bit-Convert Instructions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_control","Control-Flow Instructions",1156,1156,1156
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_compute_ld_st","Load/Store Instructions",300,300,300
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_misc","Misc Instructions",1524,1524,1524
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_inter_thread_communication","Inter-Thread Instructions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"issue_slots","Issue Slots",390,416,412
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"cf_issued","Issued Control-Flow Instructions",98,108,106
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"cf_executed","Executed Control-Flow Instructions",98,108,106
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"ldst_issued","Issued Load/Store Instructions",55,55,55
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"ldst_executed","Executed Load/Store Instructions",28,28,28
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"atomic_transactions","Atomic Transactions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"atomic_transactions_per_request","Atomic Transactions Per Request",0.000000,0.000000,0.000000
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"l2_atomic_throughput","L2 Throughput (Atomic requests)",0.000000B/s,0.000000B/s,0.000000B/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"l2_atomic_transactions","L2 Transactions (Atomic requests)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"l2_tex_read_transactions","L2 Transactions (Texture Reads)",26,26,26
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",0.600136%,0.884389%,0.754641%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"stall_not_selected","Issue Stall Reasons (Not Selected)",0.000000%,0.013277%,0.006887%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"l2_tex_write_transactions","L2 Transactions (Texture Writes)",13,13,13
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"flop_count_hp","Floating Point Operations(Half Precision)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"flop_count_hp_add","Floating Point Operations(Half Precision Add)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"flop_count_hp_mul","Floating Point Operation(Half Precision Mul)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"flop_count_hp_fma","Floating Point Operations(Half Precision FMA)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_fp_16","HP Instructions(Half)",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"sysmem_read_utilization","System Memory Read Utilization","Idle (0)","Idle (0)","Idle (0)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"sysmem_write_utilization","System Memory Write Utilization","Low (1)","Low (1)","Low (1)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"pcie_total_data_transmitted","PCIe Total Data Transmitted",0,512,153
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"pcie_total_data_received","PCIe Total Data Received",0,512,25
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_executed_global_loads","Warp level instructions for global loads",8,8,8
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_executed_local_loads","Warp level instructions for local loads",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_executed_shared_loads","Warp level instructions for shared loads",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_executed_surface_loads","Warp level instructions for surface loads",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_executed_global_stores","Warp level instructions for global stores",4,4,4
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_executed_local_stores","Warp level instructions for local stores",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_executed_shared_stores","Warp level instructions for shared stores",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_executed_surface_stores","Warp level instructions for surface stores",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_executed_global_atomics","Warp level instructions for global atom and atom cas",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_executed_global_reductions","Warp level instructions for global reductions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_executed_surface_atomics","Warp level instructions for surface atom and atom cas",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_executed_surface_reductions","Warp level instructions for surface reductions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_executed_shared_atomics","Warp level shared instructions for atom and atom CAS",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"inst_executed_tex_ops","Warp level instructions for texture",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"l2_global_load_bytes","Bytes read from L2 for misses in Unified Cache for global loads",832,832,832
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"l2_local_load_bytes","Bytes read from L2 for misses in Unified Cache for local loads",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"l2_surface_load_bytes","Bytes read from L2 for misses in Unified Cache for surface loads",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"l2_local_global_store_bytes","Bytes written to L2 from Unified Cache for local and global stores.",416,416,416
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"l2_global_reduction_bytes","Bytes written to L2 from Unified cache for global reductions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"l2_global_atomic_store_bytes","Bytes written to L2 from Unified cache for global atomics",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"l2_surface_store_bytes","Bytes written to L2 from Unified Cache for surface stores.",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"l2_surface_reduction_bytes","Bytes written to L2 from Unified Cache for surface reductions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"l2_surface_atomic_store_bytes","Bytes transferred between Unified Cache and L2 for surface atomics",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"global_load_requests","Total number of global load requests from Multiprocessor",26,26,26
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"local_load_requests","Total number of local load requests from Multiprocessor",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"surface_load_requests","Total number of surface load requests from Multiprocessor",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"global_store_requests","Total number of global store requests from Multiprocessor",13,13,13
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"local_store_requests","Total number of local store requests from Multiprocessor",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"surface_store_requests","Total number of surface store requests from Multiprocessor",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"global_atomic_requests","Total number of global atomic requests from Multiprocessor",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"global_reduction_requests","Total number of global reduction requests from Multiprocessor",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"surface_atomic_requests","Total number of surface atomic requests from Multiprocessor",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"surface_reduction_requests","Total number of surface reduction requests from Multiprocessor",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"sysmem_read_bytes","System Memory Read Bytes",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"sysmem_write_bytes","System Memory Write Bytes",160,160,160
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"l2_tex_hit_rate","L2 Cache Hit Rate",100.000000%,100.000000%,100.000000%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"texture_load_requests","Total number of texture Load requests from Multiprocessor",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"unique_warps_launched","Number of warps launched",8,8,8
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"sm_efficiency","Multiprocessor Activity",0.633805%,1.089985%,0.825379%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"achieved_occupancy","Achieved Occupancy",0.082149,0.084792,0.083892
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"ipc","Executed IPC",0.208887,0.303191,0.279942
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"issued_ipc","Issued IPC",0.206977,0.316489,0.274319
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"issue_slot_utilization","Issue Slot Utilization",4.534884%,6.914894%,5.995966%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"eligible_warps_per_cycle","Eligible Warps Per Active Cycle",0.180184,0.277518,0.236297
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"tex_utilization","Unified Cache Utilization","Low (1)","Low (1)","Low (1)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"l2_utilization","L2 Cache Utilization","Low (1)","Low (1)","Low (1)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"shared_utilization","Shared Memory Utilization","Idle (0)","Idle (0)","Idle (0)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"ldst_fu_utilization","Load/Store Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"cf_fu_utilization","Control-Flow Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"special_fu_utilization","Special Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"tex_fu_utilization","Texture Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"single_precision_fu_utilization","Single-Precision Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"double_precision_fu_utilization","Double-Precision Function Unit Utilization","Idle (0)","Idle (0)","Idle (0)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"flop_hp_efficiency","FLOP Efficiency(Peak Half)",0.000000%,0.000000%,0.000000%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"flop_sp_efficiency","FLOP Efficiency(Peak Single)",0.003769%,0.005176%,0.004383%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"flop_dp_efficiency","FLOP Efficiency(Peak Double)",0.000000%,0.000000%,0.000000%
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"dram_read_transactions","Device Memory Read Transactions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"dram_write_transactions","Device Memory Write Transactions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"dram_read_throughput","Device Memory Read Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"dram_write_throughput","Device Memory Write Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"dram_utilization","Device Memory Utilization","Idle (0)","Idle (0)","Idle (0)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"half_precision_fu_utilization","Half-Precision Function Unit Utilization","Idle (0)","Idle (0)","Idle (0)"
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"ecc_transactions","ECC Transactions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"ecc_throughput","ECC Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"dram_read_bytes","Total bytes read from DRAM to L2 cache",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","dBinaryCrossEntropyCost(float*, float*, float*, int)",20,"dram_write_bytes","Total bytes written from L2 cache to DRAM",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"inst_per_warp","Instructions per warp",83.000000,147.000000,115.000000
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"branch_efficiency","Branch Efficiency",100.000000%,100.000000%,100.000000%
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"warp_execution_efficiency","Warp Execution Efficiency",31.789639%,91.925394%,61.857516%
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"warp_nonpred_execution_efficiency","Warp Non-Predicated Execution Efficiency",30.890241%,87.581094%,59.235667%
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"inst_replay_overhead","Instruction Replay Overhead",0.020408,0.036145,0.028276
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"shared_load_transactions_per_request","Shared Memory Load Transactions Per Request",0.000000,0.000000,0.000000
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"shared_store_transactions_per_request","Shared Memory Store Transactions Per Request",0.000000,0.000000,0.000000
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"local_load_transactions_per_request","Local Memory Load Transactions Per Request",0.000000,0.000000,0.000000
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"local_store_transactions_per_request","Local Memory Store Transactions Per Request",0.000000,0.000000,0.000000
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"gld_transactions_per_request","Global Load Transactions Per Request",7.694830,14.426923,11.060876
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"gst_transactions_per_request","Global Store Transactions Per Request",1.000000,7.096154,4.048077
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"shared_store_transactions","Shared Store Transactions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"shared_load_transactions","Shared Load Transactions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"local_load_transactions","Local Load Transactions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"local_store_transactions","Local Store Transactions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"gld_transactions","Global Load Transactions",6102,7502,6802
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"gst_transactions","Global Store Transactions",13,738,375
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"sysmem_read_transactions","System Memory Read Transactions",0,0,0
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"sysmem_write_transactions","System Memory Write Transactions",5,5,5
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"l2_read_transactions","L2 Read Transactions",712,1741,1105
"NVIDIA GeForce GTX 1080 Ti (0)","linearLayerForward(float*, float*, float*, float*, int, int, int, int)",42,"l2_write_transactions","L2 Write Transactions",26,751,388
